beta0,beta1,beta2,beta3,gamma0,gamma1,rho,lambda,sigma_e,sigma_u
0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.0,2.0
5.91063691957,8.15341531106,-1.00018064828,2.2700307595,-7.32435167257,-2.60807493988,-0.765,-0.669,435.182715033,3.23682554296
-3.05874860256,6.3743455724,-1.28176046058,0.835759000005,6.95327171692,-3.60565292679,-0.524,-0.719,9.38241050545,1.48644191762
2.93908736407,6.51599354918,-0.515739331851,1.52543531612,-0.772401936442,-3.23685010268,-0.741,0.374,19.1846809548,6.92832459227
-11.8551607775,6.32532526859,-0.142498431487,1.50997152264,14.1784084026,-3.32749653297,-0.729,0.08,3.41553613109,3.90729038477
-5.43106581789,6.00818256046,0.0777927301816,1.77737390115,7.8053315465,-3.08189832546,-0.776,0.655,1.89945602335,0.522517319332
0.663057664929,5.98984085755,-0.124018974142,1.96946569043,1.7343794771,-3.30362554003,-0.8,0.938,0.692280336506,1.04481822526
-7.41793902914,6.01182520956,-0.0312744550123,1.92045730066,9.84922615688,-3.59983992503,-0.798,0.613,0.421001478512,0.781492135567
-3.53670156775,6.04484403023,-0.0067954164345,1.91792590729,5.95062133038,-3.55466936603,-0.795,0.369,0.536316089933,0.301741228797
-7.98327818454,5.97686134041,-0.0361220511885,2.0767946106,10.3434870402,-3.62071316633,-0.801,0.506,0.493293466463,0.291070526659
1.02504621503,6.00989897143,-0.010313457981,2.07930883645,1.36162561328,-3.56838091183,-0.804,0.497,0.367829165457,0.41037614869
0.121875725746,5.99025262492,-0.0658337240917,2.03943021009,2.40997786546,-3.58880268712,-0.808,0.373,0.63948203166,3.08011035817
9.4070183902,5.97743700872,-0.0400575253236,2.03754326989,-6.71651035181,-3.59106986792,-0.798,0.247,0.511868622279,2.54285932658
-5.16412369376,5.99507617606,-0.124338394451,1.88202951218,7.95847389128,-3.5941369534,-0.791,0.433,0.534691461843,1.77051877318
0.568144647391,6.08243791901,-0.0826744930154,1.86384599009,2.0411389498,-3.62284728443,-0.802,0.473,0.535088141945,0.356574582608
-4.77685104932,6.04350844953,-0.0501824933906,2.19179674444,7.51134680966,-3.61871699722,-0.794,0.707,0.54518071162,0.190528673488
-1.67687214531,6.04217846224,0.00908792240403,1.92469197373,4.55855551046,-3.63633693837,-0.804,0.821,0.478429225509,0.322431112932
-15.956955675,6.01587912813,-0.0478651488166,2.06165946905,18.6987153821,-3.6960188145,-0.79,0.511,0.509062534002,0.397167697343
-6.02169218704,6.04347434472,-0.00913085230758,1.96126525092,8.89976989662,-3.70243277515,-0.795,0.519,0.591692746085,0.250074474181
2.67704169524,6.02436053915,-0.0945457446348,2.0620749127,0.103560070459,-3.69544976441,-0.796,0.357,0.441948376488,1.00949893943
10.0624853545,5.99466041511,-0.0310089557514,2.12719029165,-7.51591655335,-3.83468602213,-0.796,0.554,0.460205205022,0.25075737125
-9.50913350449,6.01833522872,-0.0775901980459,2.06785880346,12.0554251075,-3.85897628547,-0.805,0.758,0.420388348562,1.26246948541
-4.51555563426,5.97641066154,-0.0111722292157,1.88547504971,7.01168451214,-3.82579352372,-0.792,0.548,0.497152326157,0.377968399253
-5.72133870979,6.01310723217,-0.0683610115443,1.91979807835,8.18802898298,-3.75148768254,-0.793,0.442,0.432406195468,0.230887695183
3.71725535905,6.01590381243,-0.0903569102169,1.85735619518,-1.24081440385,-3.67392518999,-0.786,0.759,0.343880019736,0.888781841383
-1.42641956192,6.04297131809,-0.0539514195676,1.89751299656,3.83420685498,-3.72037442409,-0.794,-0.357,0.495793894988,0.148445418312
-5.84965419126,6.03100097094,-0.0471535732925,1.87059882978,8.34225099404,-3.73917718071,-0.793,0.493,0.472944671883,0.696962625638
-10.9030494381,6.00722824545,-0.0512148873292,1.97080748217,13.275660498,-3.83340935969,-0.803,0.257,0.435327901407,0.149106162991
-9.2009176245,5.98479369916,-0.0947363054469,1.92551450292,11.5497054649,-3.85288901808,-0.796,-0.115,0.54715121427,0.171660552126
-11.0763243927,6.00633996508,-0.0830892390899,2.13542098071,13.2978064803,-3.91280032987,-0.8,0.527,0.526675074318,0.0696776304311
6.22908871792,6.03154249735,0.0482179980738,1.9795618567,-3.98823512399,-3.85224443185,-0.792,0.381,0.532376135084,0.086824337216
