beta0,beta1,beta2,beta3,gamma0,gamma1,rho,lambda,sigma_e,sigma_u
0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.0,2.0
6.9042656741,6.64063918463,0.390047939608,2.17565619025,0.731443124723,-5.31562818015,0.748,-0.282,36.4956425656,4.71808217436
15.2810889429,6.36759500375,-0.440176333619,1.98315120941,-13.34103267,-4.30143870262,0.731,-0.364,3.75395803995,12.7245634303
11.5026534431,6.17739738033,0.116763465535,1.8596460184,-8.74499881793,-4.06987651281,0.764,-0.453,2.90703820274,3.33236693199
9.14566860339,5.93777027524,0.0924003261525,1.7401649684,-7.03454335641,-3.78451765217,0.792,-0.192,1.15377483184,2.80696330173
-1.08231817218,5.97005298894,-0.0417681355616,1.86354372833,2.59937264203,-3.69476895602,0.797,0.021,0.525949939831,0.972731291513
16.9909069143,6.04480239817,-0.0851535518989,2.03583348627,-15.3694459609,-3.67421506491,0.801,-0.35,0.399869762721,0.486724977818
8.4347013657,6.02799667861,-0.0334142538954,1.96454997296,-6.8307601889,-3.73774643203,0.802,0.271,0.629319355644,1.67895097413
8.80359509894,6.02577945358,0.00476341025078,2.02392287811,-7.32555700762,-3.8059505055,0.798,0.597,0.475889002975,0.161978943186
-9.64215039002,6.02029305141,-0.00861335556716,2.06175611851,11.3433255046,-3.84803688188,0.797,0.221,0.45924870293,0.591356066371
-9.40585726493,5.97266245669,-0.05858991812,1.97824183463,11.0666172062,-3.80042787453,0.799,-0.025,0.54998604577,0.145926381282
15.6167413293,6.04893797669,-0.0398659222381,2.05952912591,-14.2583449868,-3.95540454713,0.803,-0.25,0.503069852143,0.413765745516
10.3253929648,6.00571726439,-0.0315571526898,1.89289812243,-8.59769123365,-3.9396192136,0.797,-0.508,0.730228272291,0.433347059962
12.9996143311,5.96477558918,-0.0837957678383,2.00222000045,-11.2054534234,-3.88388236331,0.802,-0.334,0.440811643139,0.128116739001
12.160058205,5.96319952691,-0.0456032158383,1.84277110058,-10.2406427291,-3.84730189473,0.803,-0.807,0.561640963106,0.124124729017
4.58121315494,6.00718621376,-0.0745389013057,2.00326637491,-2.61251673187,-3.81046400337,0.806,-0.626,0.391265467052,0.162395213456
1.99809121711,5.98913391679,-0.00739520824845,2.16938469703,-0.0991549298398,-3.75593011049,0.803,-0.232,0.567056544503,0.0908999510042
7.72862219922,6.00119802625,-0.00331502457105,2.07311417338,-5.75271370586,-3.79195410698,0.794,-0.636,0.4328939432,0.120708254668
-13.1841238989,6.04019033801,-0.0754029732884,1.87668362892,15.2837825824,-3.8561297788,0.803,-0.675,0.496937913547,0.0838689148184
4.26174477427,5.99151049186,-0.0161149321713,1.95404206382,-2.18952338937,-3.86432055001,0.799,-0.426,0.413735529137,0.46750792143
1.97312579017,6.02342410096,-0.0736153255714,1.94462104251,0.226939892907,-3.87319761149,0.804,-0.079,0.472006236412,0.393350397854
-6.15115182919,6.00987500922,-0.0109390116755,1.93511308466,8.11401810599,-3.85237867913,0.795,-0.06,0.473220305172,1.55559306982
-0.472651960864,5.96194844489,-0.0308413034073,1.99516672607,2.50174963655,-3.88775353632,0.795,-0.242,0.513184460024,0.353939656954
1.10175981232,6.01720540495,-0.0775674793035,1.94263254656,0.752908564116,-3.85487525275,0.797,-0.293,0.541376831258,0.28144657295
3.04322295139,6.00147317725,-0.0583275320065,2.09659383291,-1.04206211588,-3.96048255341,0.796,0.22,0.511384372213,0.230176003458
2.32785423601,5.99727563433,-0.0828241054451,1.93738138991,-0.342507922312,-3.94618627267,0.799,-0.739,0.463724016754,1.08697019795
-11.4883660639,6.02915010867,-0.0125459240508,1.89813960277,13.3580111145,-3.89427277899,0.805,-0.789,0.472569729423,0.0694982962772
-8.39636705494,6.03085632065,-0.0132662580859,2.07368000651,10.031992363,-3.85212395727,0.802,-0.3,0.726952469157,0.0211025401322
13.7238896781,5.95229498558,-0.0673444919953,2.13807901203,-11.7949074118,-3.88994675626,0.813,-0.89,0.56682504582,0.194008779625
-4.99210929523,6.00068984407,-0.0463822206891,1.99098607227,6.73121682864,-3.82630511911,0.8,-0.13,0.564469987702,0.00842496883767
-2.09218156354,6.06988803148,-0.0526882226303,1.96959863988,3.93781196975,-3.91903144471,0.798,-0.815,0.431352577249,0.0253950155565
-4.2130873569,6.05127277093,-0.0358106737635,2.03254950342,6.04290876542,-3.95757961073,0.798,-0.836,0.463258889771,0.197685079824
8.20092055728,6.03592353707,-0.0855703277811,1.9381974919,-6.31772817804,-3.94845131152,0.795,0.324,0.401963701251,0.0366111728492
2.23247756532,6.03177354836,-0.0448780169229,1.91546869988,-0.320351676523,-3.92733043212,0.799,-0.517,0.480414708383,0.0959229941015
7.16544869339,6.01242811478,-0.0624736961272,2.16432668721,-5.25238102309,-3.93888098993,0.806,-0.245,0.525068295311,0.0685464894062
2.4099131249,6.00354980961,-0.0883862134098,1.99480345315,-0.588337677889,-3.87845317597,0.802,-0.692,0.508465097469,0.154669713289
0.754824997752,6.0089541917,-0.0436956119092,2.02463860744,1.10915059705,-3.88656755774,0.793,-0.045,0.497877518011,0.207222306781
9.29300610267,5.99599642815,-0.0925180362821,2.0129189424,-7.1259572909,-3.94409151138,0.795,-0.899,0.493503203601,1.27202013363
-8.54121646544,6.01245292352,-0.0460582248279,1.97260276731,10.7044885748,-3.95256918248,0.795,0.7,0.486481824876,0.0986148465897
4.02925775594,5.96381597214,0.000650247257108,1.96934293166,-1.89604112827,-3.95067982802,0.798,-0.729,0.491611526044,0.296410531812
2.54173817944,6.04781418797,0.00806607913379,1.93294536907,-0.394620653688,-3.96700692995,0.801,-0.443,0.385403036962,0.068147733304
8.45931534756,5.97706945847,-0.00564904338808,2.09748623831,-6.41846396792,-3.969016196,0.803,-0.766,0.49691012919,0.0300888732735
5.69493801183,5.9985897473,-0.0117860897278,2.08318169947,-3.67734228142,-3.94253040882,0.796,-0.987,0.438559626893,0.0215858612392
